Unnamed: 0,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_MISSION,TRAVEL_MISSION_CHECK,TRAVEL_MISSION_PRIORITY,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM,ADDR,RES_CAFE,VISIT_COUNT,VISIT_AREA_MAIN_TYPE
422825,2210220004,d_d005415,3,작은언덕의선물,2022-10-22 00:00:00,2022-10-22 00:00:00,제주특별자치도 제주시 중산간동로 188-8,제주특별자치도 제주시 회천동 2217,126.6106664,33.50162174,,,,,60,11,N,6,,3,2,2,,D01,d005415,22;26;4;6;,2022-10-22 00:00:00,2022-10-23 00:00:00,자가용,22;26;4;6;,28;5;22,28,50,여,20,6,1,1,1,3.0,,5,,3,3,26,26500,11,11170,50,50110,2,1,2,1,1,6,1,5,제주특별자치도,제주,나홀로 여행,2022-10-15~2022-10-15,4,2.0,7.0,0,제주특별자치도 제주시 중산간동로 188-8,0,1,11
422826,2210220005,d_d005415,4,돌트멍으로 드는 보름,2022-10-22 00:00:00,2022-10-22 00:00:00,제주특별자치도 제주시 조천읍 와흘4길 59-1,제주특별자치도 제주시 조천읍 와흘리 1599,126.6310392,33.50625518,,,,,90,11,N,6,,4,2,3,,D01,d005415,22;26;4;6;,2022-10-22 00:00:00,2022-10-23 00:00:00,자가용,22;26;4;6;,28;5;22,28,50,여,20,6,1,1,1,3.0,,5,,3,3,26,26500,11,11170,50,50110,2,1,2,1,1,6,1,5,제주특별자치도,제주,나홀로 여행,2022-10-15~2022-10-15,4,2.0,7.0,0,제주특별자치도 제주시 조천읍 와흘4길 59-1,0,1,11
422827,2210260006,d_d006746,6,이호테우해수욕장,2022-10-26 00:00:00,2022-10-26 00:00:00,,제주특별자치도 제주시 이호일동 1665-13,126.4526908,33.4973768,,,POI01000000EBRRFI,이호테우해수욕장,30,1,Y,4,,5,5,5,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 이호일동 1665-13,2,178,1
423005,2210260005,d_d006746,5,텐저린맨션,2022-10-26 00:00:00,2022-10-26 00:00:00,제주특별자치도 제주시 관덕로 26,제주특별자치도 제주시 삼도이동 57-2,126.521942,33.51284974,,,POI010000006VVTBW,호텔로베로,60,24,N,2,,3,2,3,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 관덕로 26,2,3,24
423007,2210260002,d_d006746,2,어리목휴게소,2022-10-26 00:00:00,2022-10-26 00:00:00,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산 220-13,126.4942523,33.39178057,,,POI01000000E8720R,충혼묘지,60,1,N,1,,5,5,5,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 1100로 2070-61,2,1,1
423008,2210260004,d_d006746,4,송림반점,2022-10-26 00:00:00,2022-10-26 00:00:00,제주특별자치도 제주시 관덕로 2-1,제주특별자치도 제주시 삼도2동 857-1,126.5197359,33.51240844,,,,,30,11,N,2,,4,4,4,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 관덕로 2-1,0,2,11
423010,2210260007,d_d006746,7,어음리억새군락지,2022-10-26 00:00:00,2022-10-26 00:00:00,,제주특별자치도 제주시 애월읍 어음리 산 68-5,126.368172,33.37764356,,,,,30,1,N,2,,3,3,3,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 애월읍 어음리 산 68-5,2,25,1
423034,2210260003,d_d006746,3,천아계곡,2022-10-26 00:00:00,2022-10-26 00:00:00,,제주특별자치도 제주시 애월읍 광령리 산 183-2,126.4592561,33.39669733,,,,,30,1,N,1,,4,3,4,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 애월읍 광령리 산 183-2,2,12,1
423042,2210260009,d_d006746,9,협재해수욕장,2022-10-26 00:00:00,2022-10-26 00:00:00,제주특별자치도 제주시 한림읍 한림로 329-10,제주특별자치도 제주시 한림읍 협재리 2447,126.2391575,33.39386608,,,POI010000006VSVBV,협재회관,60,1,Y,4,,5,5,5,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 한림읍 한림로 329-10,2,272,1
423314,2210260008,d_d006746,8,새빌,2022-10-26 00:00:00,2022-10-26 00:00:00,제주특별자치도 제주시 애월읍 평화로 1529,제주특별자치도 제주시 애월읍 봉성리 4554,126.3629702,33.36431115,,,POI01000000EG7U8Z,새별헤이요목장,30,11,N,2,,5,5,5,,D01,d006746,21;6;3;12;22;,2022-10-26 00:00:00,2022-10-27 00:00:00,자가용,21;6;3;12;22;,6;21;22,6,50,남,40,6,1,1,1,1.0,,3,,2,2,50,50130,50,50110,46,46130,1,7,1,4,1,4,1,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-26,4,1.0,2.0,0,제주특별자치도 제주시 애월읍 평화로 1529,0,42,11
423351,2210100002,d_d003789,11,오르다,2022-10-10 00:00:00,2022-10-10 00:00:00,제주특별자치도 서귀포시 성산읍 한도로 269-37,제주특별자치도 서귀포시 성산읍 성산리 308,126.9354016,33.46885806,,,POI01000000BSCIMF,THECLOUDHOTEL,30,11,N,7,,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 한도로 269-37,0,10,11
423361,2210090009,d_d003789,9,코델리아S호텔,2022-10-09 00:00:00,2022-10-10 00:00:00,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 990-1,126.9102749,33.45492788,,,,,180,24,N,8,1.0,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 일주동로 4186,2,18,24
423379,2210090008,d_d003789,8,새연교,2022-10-09 00:00:00,2022-10-09 00:00:00,,제주특별자치도 서귀포시 서홍동 707-4,126.558886,33.23853254,,,,,30,1,N,3,,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 서홍동 707-4,2,60,1
423410,2210090006,d_d003789,6,코델리아S호텔,2022-10-09 00:00:00,2022-10-09 00:00:00,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 990-1,126.9102749,33.45492788,,,,,60,24,N,9,1.0,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 일주동로 4186,2,18,24
423428,2210090004,d_d003789,4,섭지코지,2022-10-09 00:00:00,2022-10-09 00:00:00,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 87,126.9306092,33.42393807,,,POI01000000BG6W1Q,휘닉스아일랜드,60,1,N,1,,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 섭지코지로 107,2,159,1
423560,2210090005,d_d003789,5,카페더씨,2022-10-09 00:00:00,2022-10-09 00:00:00,제주특별자치도 서귀포시 성산읍 해맞이해안로 2601-11,제주특별자치도 서귀포시 성산읍 시흥리 11-6,126.9094529,33.47899212,,,,,60,11,N,2,,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 해맞이해안로 2601-11,1,9,13
423563,2210090002,d_d003789,2,윌라라,2022-10-09 00:00:00,2022-10-09 00:00:00,제주특별자치도 서귀포시 성산읍 성산중앙로 33,제주특별자치도 서귀포시 성산읍 성산리 178-19,126.932919,33.46285473,,,,,60,11,N,2,,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 성산중앙로 33,0,8,11
423571,2210100001,d_d003789,10,지은이네밥상,2022-10-10 00:00:00,2022-10-10 00:00:00,제주특별자치도 서귀포시 성산읍 고성오조로97번길 17,제주특별자치도 서귀포시 성산읍 고성리 1174-1,126.9121042,33.45203502,,,,,30,11,N,2,,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 고성오조로97번길 17,0,8,11
423579,2210090003,d_d003789,3,아쿠아플라넷 제주,2022-10-09 00:00:00,2022-10-09 00:00:00,제주특별자치도 서귀포시 성산읍 섭지코지로 95,제주특별자치도 서귀포시 성산읍 고성리 127-3,126.9278459,33.43306804,,,,,30,6,N,3,,4,3,3,,D01,d003789,22;,2022-10-09 00:00:00,2022-10-11 00:00:00,대중교통 등,22;,22;23;26,22,50,남,30,5,1,1,1,2.0,,4,,1,5,50,50110,50,50130,42,42210,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-10,5,,,0,제주특별자치도 서귀포시 성산읍 섭지코지로 95,2,74,6
423653,2209280006,d_d001592,20,제주알프스렌터카,2022-09-28 00:00:00,2022-09-28 00:00:00,제주특별자치도 제주시 연미3길 4,제주특별자치도 제주시 오라이동 2093-1,126.5065966,33.48961417,,,POI01000000ALDUA8,올레렌트카,30,10,Y,8,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 연미3길 4,2,10,10
423663,2209270007,d_d001592,7,삼양해수욕장,2022-09-27 00:00:00,2022-09-27 00:00:00,,제주특별자치도 제주시 삼양이동 1960-4,126.5855373,33.52586702,,,,,120,1,N,6,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 삼양이동 1960-4,2,34,1
423697,2209280001,d_d001592,15,양가형제,2022-09-28 00:00:00,2022-09-28 00:00:00,제주특별자치도 제주시 한경면 청수동8길 3,제주특별자치도 제주시 한경면 청수리 746-8,126.2539803,33.3073524,,,POI010000006VTIJR,청수리평화동회관,60,11,N,1,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 한경면 청수동8길 3,0,2,11
423699,2209270010,d_d001592,10,덕인당보리빵,2022-09-27 00:00:00,2022-09-27 00:00:00,제주특별자치도 제주시 조천읍 신북로 36,제주특별자치도 제주시 조천읍 신촌리 2586-1,126.6186003,33.53222308,,,,,30,11,N,1,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 조천읍 신북로 36,0,5,11
423704,2209270014,d_d001592,14,엉알게스트하우스,2022-09-27 00:00:00,2022-09-28 00:00:00,제주특별자치도 제주시 한경면 고조로 24,제주특별자치도 제주시 한경면 고산리 2162-12,126.1842532,33.30432121,,,POI01000000B31KGB,엉알게스트하우스,210,24,Y,8,7.0,4,4,4,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 한경면 고조로 24,2,2,24
423706,2209270006,d_d001592,6,제주시새우리 제주점,2022-09-27 00:00:00,2022-09-27 00:00:00,제주특별자치도 제주시 무근성7길 24,제주특별자치도 제주시 삼도이동 1053-22,126.5207376,33.5146122,,,,,30,11,N,1,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 무근성7길 24,0,35,11
423740,2209270011,d_d001592,11,엉알게스트하우스,2022-09-27 00:00:00,2022-09-27 00:00:00,제주특별자치도 제주시 한경면 고조로 24,제주특별자치도 제주시 한경면 고산리 2162-12,126.1842532,33.30432121,,,POI01000000B31KGB,엉알게스트하우스,60,24,N,8,7.0,5,4,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 한경면 고조로 24,2,2,24
423742,2209270013,d_d001592,13,제주어부횟집,2022-09-27 00:00:00,2022-09-27 00:00:00,제주특별자치도 제주시 한경면 칠전로 140,제주특별자치도 제주시 한경면 고산리 1729,126.1942571,33.29765695,,,,,30,11,N,1,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 한경면 칠전로 140,0,1,11
423743,2209280004,d_d001592,18,스누피가든,2022-09-28 00:00:00,2022-09-28 00:00:00,제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,126.7796675,33.44335922,,,,,60,3,Y,1,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 구좌읍 금백조로 916,2,135,6
423789,2209270005,d_d001592,5,제주김만복 본점,2022-09-27 00:00:00,2022-09-27 00:00:00,제주특별자치도 제주시 오라로 41,제주특별자치도 제주시 오라삼동 2250-1,126.5089219,33.4970354,,,POI01000000ALDTEB,제주김만복,30,11,N,1,,4,4,4,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 오라로 41,0,26,11
423814,2209280005,d_d001592,19,제주시새우리 제주점,2022-09-28 00:00:00,2022-09-28 00:00:00,제주특별자치도 제주시 무근성7길 24,제주특별자치도 제주시 삼도이동 1053-22,126.5207376,33.5146122,,,,,30,11,Y,4,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 무근성7길 24,0,35,11
423848,2209280003,d_d001592,17,푸르곤,2022-09-28 00:00:00,2022-09-28 00:00:00,제주특별자치도 제주시 애월읍 납읍로 84,제주특별자치도 제주시 애월읍 납읍리 1024-6,126.3365467,33.43775551,,,,,30,11,N,2,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 제주시 애월읍 납읍로 84,0,10,11
423858,2209280002,d_d001592,16,카멜리아힐,2022-09-28 00:00:00,2022-09-28 00:00:00,제주특별자치도 서귀포시 안덕면 병악로 166,제주특별자치도 서귀포시 안덕면 상창리 271,126.3700095,33.28963443,,,POI01000000ALBFBS,카멜리아힐,90,1,N,1,,5,5,5,,D01,d001592,2;22;24;25;26;,2022-09-27 00:00:00,2022-09-29 00:00:00,자가용,2;22;24;25;26;,25;2;1,25,11,남,30,5,1,2,2,2.0,,6,9.0,3,5,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2인 가족 여행,2022-09-27~2022-09-28,2,1.0,3.0,1,제주특별자치도 서귀포시 안덕면 병악로 166,2,90,1
423913,2210280004,d_d007636,13,김창민씨네식당,2022-10-28 00:00:00,2022-10-28 00:00:00,제주특별자치도 제주시 우정로18길 12,제주특별자치도 제주시 외도일동 635-16,126.4295619,33.48506858,,,,,60,11,N,2,,4,4,3,,D01,d007636,22;22;22;22;22;22;22;26;26;26;26;,2022-10-27 00:00:00,2022-11-01 00:00:00,대중교통 등,22;26;,6;22;26,6,26,여,20,5,1,1,2,3.0,,4,4.0,2,1,26,26200,48,48170,47,47130,1,7,1,7,1,1,7,1,부산광역시,제주,나홀로 여행,2022-10-27~2022-10-31,2,4.0,1.0,0,제주특별자치도 제주시 우정로18길 12,0,1,11
423914,2210300003,d_d007636,29,기당미술관,2022-10-30 00:00:00,2022-10-30 00:00:00,제주특별자치도 서귀포시 남성중로153번길 15,제주특별자치도 서귀포시 서홍동 621,126.5511971,33.24488858,,,POI01000000BZ27ET,삼매봉도서관,30,3,N,5,,5,5,5,,D01,d007636,22;22;22;22;22;22;22;26;26;26;26;,2022-10-27 00:00:00,2022-11-01 00:00:00,대중교통 등,22;26;,6;22;26,6,26,여,20,5,1,1,2,3.0,,4,4.0,2,1,26,26200,48,48170,47,47130,1,7,1,7,1,1,7,1,부산광역시,제주,나홀로 여행,2022-10-27~2022-10-31,2,4.0,1.0,0,제주특별자치도 서귀포시 남성중로153번길 15,2,12,3
423926,2210290002,d_d007636,20,앙데팡당,2022-10-29 00:00:00,2022-10-29 00:00:00,제주특별자치도 제주시 애월읍 신엄안3길 136-5,제주특별자치도 제주시 애월읍 신엄리 2838,126.3536521,33.47362447,,,,,90,11,N,3,,5,5,5,,D01,d007636,22;22;22;22;22;22;22;26;26;26;26;,2022-10-27 00:00:00,2022-11-01 00:00:00,대중교통 등,22;26;,6;22;26,6,26,여,20,5,1,1,2,3.0,,4,4.0,2,1,26,26200,48,48170,47,47130,1,7,1,7,1,1,7,1,부산광역시,제주,나홀로 여행,2022-10-27~2022-10-31,2,4.0,1.0,0,제주특별자치도 제주시 애월읍 신엄안3길 136-5,1,2,11
423928,2210270008,d_d007636,8,산지천,2022-10-27 00:00:00,2022-10-27 00:00:00,,제주특별자치도 제주시 일도1동,126.5274026,33.51335755,,,,,60,7,N,9,,4,3,3,,D01,d007636,22;22;22;22;22;22;22;26;26;26;26;,2022-10-27 00:00:00,2022-11-01 00:00:00,대중교통 등,22;26;,6;22;26,6,26,여,20,5,1,1,2,3.0,,4,4.0,2,1,26,26200,48,48170,47,47130,1,7,1,7,1,1,7,1,부산광역시,제주,나홀로 여행,2022-10-27~2022-10-31,2,4.0,1.0,0,제주특별자치도 제주시 일도1동,2,5,7
423932,2210280002,d_d007636,11,오롬마르,2022-10-28 00:00:00,2022-10-28 00:00:00,제주특별자치도 제주시 애월읍 장유길 32-3,제주특별자치도 제주시 애월읍 장전리 108-4,126.3954953,33.44984068,,,,,60,11,N,2,,5,5,5,,D01,d007636,22;22;22;22;22;22;22;26;26;26;26;,2022-10-27 00:00:00,2022-11-01 00:00:00,대중교통 등,22;26;,6;22;26,6,26,여,20,5,1,1,2,3.0,,4,4.0,2,1,26,26200,48,48170,47,47130,1,7,1,7,1,1,7,1,부산광역시,제주,나홀로 여행,2022-10-27~2022-10-31,2,4.0,1.0,0,제주특별자치도 제주시 애월읍 장유길 32-3,0,1,11
423933,2210290003,d_d007636,21,수풍석박물관,2022-10-29 00:00:00,2022-10-29 00:00:00,제주특별자치도 서귀포시 안덕면 산록남로762번길 79,제주특별자치도 서귀포시 안덕면 상천리 796,126.3898071,33.29993226,,,POI01000000B31YOX,핀크스비오토피아,90,2,N,10,,4,2,3,,D01,d007636,22;22;22;22;22;22;22;26;26;26;26;,2022-10-27 00:00:00,2022-11-01 00:00:00,대중교통 등,22;26;,6;22;26,6,26,여,20,5,1,1,2,3.0,,4,4.0,2,1,26,26200,48,48170,47,47130,1,7,1,7,1,1,7,1,부산광역시,제주,나홀로 여행,2022-10-27~2022-10-31,2,4.0,1.0,0,제주특별자치도 서귀포시 안덕면 산록남로762번길 79,2,3,2
423936,2210280001,d_d007636,10,다이소 제주시청점,2022-10-28 00:00:00,2022-10-28 00:00:00,제주특별자치도 제주시 중앙로 213,제주특별자치도 제주시 이도이동 1176-109,126.529495,33.50061881,,,,,30,10,N,9,,4,4,4,,D01,d007636,22;22;22;22;22;22;22;26;26;26;26;,2022-10-27 00:00:00,2022-11-01 00:00:00,대중교통 등,22;26;,6;22;26,6,26,여,20,5,1,1,2,3.0,,4,4.0,2,1,26,26200,48,48170,47,47130,1,7,1,7,1,1,7,1,부산광역시,제주,나홀로 여행,2022-10-27~2022-10-31,2,4.0,1.0,0,제주특별자치도 제주시 중앙로 213,2,4,10
